x y z radius
1.455120 6.839063 8.148671 0.048504 
1.455120 6.887567 8.148671 0.048504 
1.455120 7.130087 8.148671 0.048504 
1.503624 5.189927 8.148671 0.048504 
1.503624 6.499535 8.148671 0.048504 
1.891656 7.615127 8.148671 0.048504 
1.891656 7.663631 8.148671 0.048504 
1.940160 7.712135 8.148671 0.048504 
2.085672 8.003159 8.148671 0.048504 
2.328192 7.033079 8.148671 0.068595 
2.667720 2.716224 8.148671 0.048504 
2.667720 4.656384 8.148671 0.048504 
2.764728 2.522208 8.148671 0.048504 
2.861736 4.510872 8.148671 0.068595 
3.395280 2.764728 8.148671 0.048504 
3.492288 2.764728 8.148671 0.048504 
3.540792 2.764728 8.148671 0.048504 
3.540792 3.686304 8.148671 0.108458 
3.540792 5.868983 8.148671 0.048504 
3.686304 9.749303 8.148671 0.048504 
3.734808 5.771975 8.148671 0.097008 
3.783312 2.910240 8.148671 0.048504 
3.783312 5.820479 8.148671 0.108458 
3.783312 5.868983 8.148671 0.097008 
4.995911 10.428359 8.148671 0.048504 
5.189927 4.122840 8.148671 0.048504 
5.238431 4.413864 8.148671 0.048504 
5.238431 4.462368 8.148671 0.048504 
5.286935 4.171344 8.148671 0.048504 
5.286935 4.316856 8.148671 0.048504 
5.286935 4.365360 8.148671 0.048504 
5.335439 4.219848 8.148671 0.048504 
5.335439 4.268352 8.148671 0.048504 
5.383943 4.171344 8.148671 0.048504 
5.480951 5.820479 8.148671 0.048504 
5.723471 3.686304 8.148671 0.048504 
5.771975 1.018584 8.148671 0.048504 
5.771975 2.861736 8.148671 0.048504 
5.771975 3.249768 8.148671 0.084011 
5.820479 3.249768 8.148671 0.097008 
5.868983 3.249768 8.148671 0.097008 
5.917487 3.152760 8.148671 0.097008 
5.917487 3.201264 8.148671 0.097008 
5.917487 3.346776 8.148671 0.097008 
5.917487 4.268352 8.148671 0.097008 
5.965991 3.783312 8.148671 0.084011 
6.014495 2.910240 8.148671 0.068595 
6.014495 2.958744 8.148671 0.068595 
6.160007 5.868983 8.148671 0.097008 
6.208511 1.067088 8.148671 0.048504 
6.257015 6.111503 8.148671 0.084011 
6.305519 1.018584 8.148671 0.048504 
6.305519 2.570712 8.148671 0.068595 
6.354023 1.018584 8.148671 0.048504 
6.354023 2.522208 8.148671 0.048504 
6.402527 1.018584 8.148671 0.048504 
6.402527 6.257015 8.148671 0.084011 
6.451031 1.018584 8.148671 0.048504 
6.548039 4.462368 8.148671 0.048504 
6.596543 6.354023 8.148671 0.068595 
6.645047 5.820479 8.148671 0.048504 
6.936071 5.577959 8.148671 0.048504 
7.081583 9.749303 8.148671 0.048504 
7.275599 1.843152 8.148671 0.068595 
7.275599 2.764728 8.148671 0.048504 
7.275599 6.014495 8.148671 0.048504 
7.421111 5.917487 8.148671 0.048504 
7.566623 2.570712 8.148671 0.048504 
7.566623 4.753392 8.148671 0.084011 
7.566623 5.723471 8.148671 0.048504 
7.712135 4.462368 8.148671 0.048504 
7.906151 4.607880 8.148671 0.048504 
7.906151 6.160007 8.148671 0.048504 
8.342687 6.257015 8.148671 0.048504 
8.633711 4.025832 8.148671 0.118810 
8.682215 3.928824 8.148671 0.048504 
8.730719 2.279688 8.148671 0.048504 
8.730719 3.492288 8.148671 0.048504 
8.730719 6.160007 8.148671 0.048504 
8.827727 3.540792 8.148671 0.097008 
8.876231 3.637800 8.148671 0.068595 
8.876231 3.686304 8.148671 0.068595 
8.876231 3.734808 8.148671 0.068595 
8.924735 5.383943 8.148671 0.068595 
9.894815 7.857647 8.148671 0.084011 
9.943319 2.861736 8.148671 0.048504 
10.088831 2.910240 8.148671 0.048504 
10.088831 7.712135 8.148671 0.108458 
10.185839 8.051663 8.148671 0.068595 
10.331351 3.104256 8.148671 0.048504 
10.428359 2.570712 8.148671 0.048504 
10.428359 3.346776 8.148671 0.048504 
10.476863 3.346776 8.148671 0.048504 
10.525367 3.346776 8.148671 0.048504 
11.107415 3.880320 8.148671 0.068595 
11.107415 6.062999 8.148671 0.068595 
11.107415 6.111503 8.148671 0.068595 
1.406616 5.383943 8.197175 0.048504 
1.406616 5.965991 8.197175 0.048504 
1.455120 6.693551 8.197175 0.048504 
1.455120 6.936071 8.197175 0.048504 
1.503624 5.189927 8.197175 0.048504 
1.503624 6.548039 8.197175 0.048504 
2.231184 8.100167 8.197175 0.048504 
2.328192 6.984575 8.197175 0.048504 
2.667720 2.667720 8.197175 0.068595 
2.716224 4.656384 8.197175 0.048504 
2.764728 2.522208 8.197175 0.048504 
2.910240 4.559376 8.197175 0.048504 
3.249768 2.764728 8.197175 0.048504 
3.298272 2.764728 8.197175 0.048504 
3.346776 2.764728 8.197175 0.048504 
3.540792 3.734808 8.197175 0.108458 
3.589296 5.820479 8.197175 0.048504 
3.686304 9.749303 8.197175 0.048504 
3.783312 2.910240 8.197175 0.048504 
3.783312 5.723471 8.197175 0.084011 
4.171344 2.182680 8.197175 0.048504 
5.092919 10.428359 8.197175 0.048504 
5.238431 4.171344 8.197175 0.048504 
5.674967 3.201264 8.197175 0.068595 
5.723471 3.201264 8.197175 0.068595 
5.723471 3.686304 8.197175 0.048504 
5.723471 5.771975 8.197175 0.048504 
5.820479 1.067088 8.197175 0.048504 
5.917487 3.298272 8.197175 0.048504 
5.917487 4.268352 8.197175 0.097008 
5.965991 3.831816 8.197175 0.068595 
6.062999 2.861736 8.197175 0.068595 
6.160007 1.018584 8.197175 0.048504 
6.160007 5.868983 8.197175 0.097008 
6.208511 6.014495 8.197175 0.068595 
6.208511 6.062999 8.197175 0.084011 
6.257015 1.018584 8.197175 0.048504 
6.257015 2.619216 8.197175 0.068595 
6.305519 4.559376 8.197175 0.068595 
6.402527 6.257015 8.197175 0.068595 
6.499535 4.413864 8.197175 0.048504 
6.645047 5.820479 8.197175 0.048504 
6.645047 6.354023 8.197175 0.068595 
6.693551 1.697640 8.197175 0.048504 
6.742055 1.697640 8.197175 0.048504 
6.790559 1.746144 8.197175 0.068595 
6.887567 10.428359 8.197175 0.048504 
6.984575 11.010407 8.197175 0.048504 
7.033079 11.058911 8.197175 0.048504 
7.081583 11.058911 8.197175 0.048504 
7.130087 9.749303 8.197175 0.048504 
7.227095 5.965991 8.197175 0.048504 
7.275599 2.764728 8.197175 0.048504 
7.324103 1.843152 8.197175 0.068595 
7.324103 5.868983 8.197175 0.048504 
7.372607 5.917487 8.197175 0.048504 
7.469615 5.723471 8.197175 0.048504 
7.518119 5.723471 8.197175 0.048504 
7.566623 2.570712 8.197175 0.048504 
7.566623 4.753392 8.197175 0.084011 
7.663631 4.462368 8.197175 0.048504 
7.906151 4.607880 8.197175 0.048504 
7.954655 6.111503 8.197175 0.048504 
8.391191 6.257015 8.197175 0.048504 
8.633711 4.074336 8.197175 0.145512 
8.682215 3.443784 8.197175 0.048504 
8.730719 2.279688 8.197175 0.048504 
8.730719 3.880320 8.197175 0.048504 
8.730719 6.160007 8.197175 0.048504 
8.827727 3.783312 8.197175 0.048504 
8.827727 3.831816 8.197175 0.068595 
8.876231 3.540792 8.197175 0.068595 
8.924735 5.383943 8.197175 0.048504 
9.894815 7.809143 8.197175 0.068595 
10.040327 3.201264 8.197175 0.048504 
10.040327 7.712135 8.197175 0.137190 
10.185839 8.100167 8.197175 0.068595 
10.331351 3.055752 8.197175 0.048504 
10.331351 5.286935 8.197175 0.068595 
10.379855 2.522208 8.197175 0.048504 
10.379855 5.238431 8.197175 0.048504 
10.428359 5.238431 8.197175 0.048504 
10.573871 3.298272 8.197175 0.048504 
11.107415 3.831816 8.197175 0.048504 
11.107415 5.917487 8.197175 0.068595 
11.107415 5.965991 8.197175 0.068595 
11.107415 6.014495 8.197175 0.048504 
1.406616 5.432447 8.245679 0.048504 
1.406616 6.984575 8.245679 0.048504 
1.455120 5.189927 8.245679 0.048504 
1.455120 5.335439 8.245679 0.048504 
1.455120 6.014495 8.245679 0.048504 
1.455120 6.645047 8.245679 0.048504 
1.503624 6.596543 8.245679 0.068595 
2.231184 8.148671 8.245679 0.048504 
2.279688 8.197175 8.245679 0.048504 
2.328192 6.984575 8.245679 0.068595 
2.667720 4.850399 8.245679 0.048504 
2.667720 4.898903 8.245679 0.048504 
2.667720 4.947407 8.245679 0.048504 
2.667720 4.995911 8.245679 0.048504 
2.716224 2.619216 8.245679 0.068595 
2.764728 2.522208 8.245679 0.048504 
2.764728 4.656384 8.245679 0.048504 
2.813232 4.656384 8.245679 0.048504 
2.861736 4.656384 8.245679 0.048504 
2.910240 4.607880 8.245679 0.068595 
3.055752 3.686304 8.245679 0.048504 
3.055752 3.734808 8.245679 0.048504 
3.589296 3.734808 8.245679 0.097008 
3.734808 9.749303 8.245679 0.048504 
3.783312 2.910240 8.245679 0.068595 
3.783312 5.626463 8.245679 0.068595 
3.783312 5.674967 8.245679 0.068595 
3.928824 4.995911 8.245679 0.084011 
4.219848 2.328192 8.245679 0.048504 
5.092919 10.476863 8.245679 0.048504 
5.238431 4.122840 8.245679 0.048504 
5.626463 3.152760 8.245679 0.048504 
5.723471 3.686304 8.245679 0.048504 
5.771975 1.067088 8.245679 0.048504 
5.771975 5.771975 8.245679 0.048504 
5.820479 5.723471 8.245679 0.048504 
5.868983 5.674967 8.245679 0.048504 
5.917487 4.268352 8.245679 0.097008 
5.917487 5.674967 8.245679 0.048504 
5.965991 3.298272 8.245679 0.048504 
5.965991 3.880320 8.245679 0.068595 
5.965991 5.674967 8.245679 0.048504 
6.014495 5.674967 8.245679 0.048504 
6.062999 5.674967 8.245679 0.048504 
6.111503 1.018584 8.245679 0.048504 
6.111503 2.764728 8.245679 0.097008 
6.111503 2.861736 8.245679 0.097008 
6.111503 5.723471 8.245679 0.068595 
6.160007 5.771975 8.245679 0.068595 
6.208511 2.667720 8.245679 0.097008 
6.208511 5.868983 8.245679 0.068595 
6.208511 5.965991 8.245679 0.097008 
6.305519 4.559376 8.245679 0.048504 
6.354023 6.257015 8.245679 0.068595 
6.499535 4.413864 8.245679 0.048504 
6.645047 5.868983 8.245679 0.048504 
6.693551 6.354023 8.245679 0.048504 
6.742055 6.354023 8.245679 0.048504 
6.839063 2.231184 8.245679 0.068595 
6.887567 10.961903 8.245679 0.048504 
6.936071 10.961903 8.245679 0.048504 
7.081583 5.868983 8.245679 0.048504 
7.130087 5.820479 8.245679 0.068595 
7.130087 5.917487 8.245679 0.068595 
7.130087 11.058911 8.245679 0.048504 
7.178591 5.820479 8.245679 0.068595 
7.178591 5.965991 8.245679 0.068595 
7.178591 9.700799 8.245679 0.048504 
7.227095 5.771975 8.245679 0.048504 
7.275599 2.667720 8.245679 0.068595 
7.275599 2.716224 8.245679 0.048504 
7.275599 5.771975 8.245679 0.048504 
7.275599 6.014495 8.245679 0.068595 
7.324103 1.843152 8.245679 0.084011 
7.324103 5.820479 8.245679 0.048504 
7.324103 6.014495 8.245679 0.048504 
7.372607 5.771975 8.245679 0.068595 
7.372607 5.965991 8.245679 0.048504 
7.421111 5.771975 8.245679 0.048504 
7.469615 5.577959 8.245679 0.048504 
7.518119 2.570712 8.245679 0.048504 
7.566623 4.510872 8.245679 0.048504 
7.566623 4.559376 8.245679 0.068595 
7.566623 4.607880 8.245679 0.048504 
7.566623 4.656384 8.245679 0.068595 
7.615127 4.462368 8.245679 0.048504 
7.615127 4.704888 8.245679 0.068595 
7.954655 4.559376 8.245679 0.048504 
8.294183 6.548039 8.245679 0.048504 
8.342687 6.548039 8.245679 0.068595 
8.391191 6.499535 8.245679 0.048504 
8.633711 3.443784 8.245679 0.048504 
8.633711 4.122840 8.245679 0.137190 
8.730719 2.279688 8.245679 0.048504 
8.730719 3.928824 8.245679 0.048504 
8.779223 3.880320 8.245679 0.068595 
8.876231 3.492288 8.245679 0.068595 
8.924735 5.432447 8.245679 0.048504 
9.943319 7.760639 8.245679 0.097008 
10.040327 7.712135 8.245679 0.137190 
10.185839 8.100167 8.245679 0.068595 
10.282847 2.425200 8.245679 0.048504 
10.331351 2.473704 8.245679 0.068595 
10.379855 3.055752 8.245679 0.048504 
10.476863 5.286935 8.245679 0.048504 
10.525367 5.286935 8.245679 0.048504 
10.573871 5.238431 8.245679 0.048504 
10.622375 5.238431 8.245679 0.048504 
10.670879 5.238431 8.245679 0.048504 
11.107415 3.831816 8.245679 0.048504 
11.107415 5.771975 8.245679 0.068595 
11.107415 5.820479 8.245679 0.068595 
11.107415 5.868983 8.245679 0.048504 
1.406616 5.480951 8.294183 0.048504 
1.406616 7.033079 8.294183 0.048504 
1.455120 5.238431 8.294183 0.048504 
1.455120 5.286935 8.294183 0.048504 
1.455120 5.965991 8.294183 0.048504 
1.503624 5.820479 8.294183 0.048504 
1.503624 7.227095 8.294183 0.048504 
2.328192 6.984575 8.294183 0.068595 
2.328192 8.197175 8.294183 0.048504 
2.376696 8.197175 8.294183 0.048504 
2.764728 2.570712 8.294183 0.068595 
2.910240 4.074336 8.294183 0.048504 
2.958744 4.074336 8.294183 0.048504 
2.958744 4.607880 8.294183 0.048504 
3.007248 4.656384 8.294183 0.068595 
3.055752 3.783312 8.294183 0.048504 
3.055752 3.831816 8.294183 0.048504 
3.104256 3.880320 8.294183 0.048504 
3.589296 3.783312 8.294183 0.097008 
3.734808 9.749303 8.294183 0.048504 
3.831816 2.958744 8.294183 0.048504 
3.831816 5.577959 8.294183 0.068595 
3.928824 4.947407 8.294183 0.048504 
4.219848 2.376696 8.294183 0.048504 
4.850399 4.074336 8.294183 0.048504 
5.141423 10.525367 8.294183 0.048504 
5.286935 3.201264 8.294183 0.048504 
5.286935 4.074336 8.294183 0.048504 
5.577959 3.152760 8.294183 0.068595 
5.820479 1.067088 8.294183 0.048504 
5.917487 4.268352 8.294183 0.084011 
5.965991 3.298272 8.294183 0.048504 
5.965991 3.928824 8.294183 0.068595 
6.014495 1.018584 8.294183 0.048504 
6.062999 1.018584 8.294183 0.048504 
6.111503 2.813232 8.294183 0.097008 
6.160007 2.716224 8.294183 0.108458 
6.208511 2.667720 8.294183 0.097008 
6.208511 5.820479 8.294183 0.097008 
6.208511 5.868983 8.294183 0.108458 
6.208511 5.917487 8.294183 0.097008 
6.257015 2.667720 8.294183 0.084011 
6.354023 4.510872 8.294183 0.048504 
6.354023 6.257015 8.294183 0.068595 
6.402527 4.462368 8.294183 0.048504 
6.451031 4.413864 8.294183 0.068595 
6.645047 5.820479 8.294183 0.068595 
6.693551 5.868983 8.294183 0.068595 
6.742055 5.917487 8.294183 0.068595 
6.790559 5.917487 8.294183 0.068595 
6.790559 6.402527 8.294183 0.048504 
6.839063 2.279688 8.294183 0.068595 
6.839063 5.917487 8.294183 0.048504 
6.839063 10.961903 8.294183 0.048504 
6.887567 5.917487 8.294183 0.048504 
6.936071 5.917487 8.294183 0.048504 
6.984575 5.917487 8.294183 0.048504 
7.033079 5.917487 8.294183 0.068595 
7.081583 2.667720 8.294183 0.068595 
7.130087 2.667720 8.294183 0.068595 
7.178591 2.619216 8.294183 0.048504 
7.178591 11.058911 8.294183 0.048504 
7.227095 2.619216 8.294183 0.068595 
7.227095 5.674967 8.294183 0.068595 
7.227095 5.723471 8.294183 0.068595 
7.227095 11.010407 8.294183 0.048504 
7.275599 10.428359 8.294183 0.048504 
7.324103 2.619216 8.294183 0.084011 
7.324103 5.577959 8.294183 0.048504 
7.324103 5.771975 8.294183 0.068595 
7.324103 10.428359 8.294183 0.048504 
7.372607 1.843152 8.294183 0.084011 
7.372607 2.570712 8.294183 0.048504 
7.372607 5.577959 8.294183 0.048504 
7.421111 5.577959 8.294183 0.048504 
7.469615 2.570712 8.294183 0.048504 
7.518119 10.379855 8.294183 0.048504 
7.615127 4.704888 8.294183 0.084011 
7.663631 4.413864 8.294183 0.048504 
8.439695 6.451031 8.294183 0.048504 
8.536703 6.208511 8.294183 0.048504 
8.633711 3.443784 8.294183 0.048504 
8.633711 4.074336 8.294183 0.137190 
8.633711 4.122840 8.294183 0.145512 
8.682215 3.977328 8.294183 0.084011 
8.682215 4.025832 8.294183 0.097008 
8.730719 2.279688 8.294183 0.048504 
8.730719 6.402527 8.294183 0.048504 
8.876231 3.443784 8.294183 0.084011 
8.876231 3.540792 8.294183 0.048504 
8.876231 5.432447 8.294183 0.068595 
9.070247 3.395280 8.294183 0.048504 
9.118751 5.383943 8.294183 0.048504 
9.991823 7.760639 8.294183 0.108458 
10.137335 9.603791 8.294183 0.048504 
10.185839 8.100167 8.294183 0.048504 
10.234343 2.376696 8.294183 0.048504 
10.379855 3.055752 8.294183 0.048504 
10.719383 5.286935 8.294183 0.048504 
10.767887 5.286935 8.294183 0.048504 
10.816391 5.286935 8.294183 0.048504 
10.864895 5.335439 8.294183 0.048504 
10.913399 5.383943 8.294183 0.048504 
10.913399 5.432447 8.294183 0.048504 
10.961903 5.480951 8.294183 0.048504 
10.961903 5.529455 8.294183 0.048504 
11.010407 5.577959 8.294183 0.048504 
11.107415 3.831816 8.294183 0.068595 
1.406616 5.480951 8.342687 0.048504 
1.406616 7.081583 8.342687 0.048504 
1.455120 5.965991 8.342687 0.048504 
1.455120 7.178591 8.342687 0.068595 
1.552128 7.275599 8.342687 0.048504 
2.376696 7.033079 8.342687 0.068595 
2.473704 8.245679 8.342687 0.048504 
2.570712 8.294183 8.342687 0.048504 
2.764728 2.522208 8.342687 0.048504 
3.007248 4.074336 8.342687 0.048504 
3.055752 4.656384 8.342687 0.068595 
3.104256 3.928824 8.342687 0.048504 
3.443784 9.652295 8.342687 0.048504 
3.589296 3.831816 8.342687 0.108458 
3.734808 9.749303 8.342687 0.048504 
3.831816 2.958744 8.342687 0.068595 
3.880320 5.577959 8.342687 0.097008 
3.928824 4.947407 8.342687 0.068595 
4.219848 2.425200 8.342687 0.048504 
4.801895 4.074336 8.342687 0.048504 
5.189927 10.525367 8.342687 0.048504 
5.286935 2.716224 8.342687 0.048504 
5.335439 3.201264 8.342687 0.048504 
5.383943 3.152760 8.342687 0.048504 
5.529455 3.104256 8.342687 0.068595 
5.868983 1.067088 8.342687 0.068595 
5.917487 1.018584 8.342687 0.048504 
5.917487 4.219848 8.342687 0.048504 
5.965991 1.018584 8.342687 0.048504 
5.965991 3.249768 8.342687 0.048504 
5.965991 3.977328 8.342687 0.084011 
6.160007 2.861736 8.342687 0.048504 
6.208511 2.667720 8.342687 0.068595 
6.257015 5.868983 8.342687 0.084011 
6.305519 2.667720 8.342687 0.068595 
6.305519 6.208511 8.342687 0.048504 
6.402527 9.506783 8.342687 0.048504 
6.451031 4.413864 8.342687 0.084011 
6.596543 5.820479 8.342687 0.084011 
6.839063 2.279688 8.342687 0.048504 
6.984575 2.619216 8.342687 0.068595 
7.033079 2.667720 8.342687 0.068595 
7.275599 5.626463 8.342687 0.068595 
7.275599 10.961903 8.342687 0.048504 
7.372607 5.771975 8.342687 0.048504 
7.421111 1.843152 8.342687 0.084011 
7.421111 2.570712 8.342687 0.048504 
7.421111 5.820479 8.342687 0.048504 
7.469615 5.820479 8.342687 0.048504 
7.566623 10.379855 8.342687 0.048504 
7.615127 4.753392 8.342687 0.084011 
7.712135 4.365360 8.342687 0.048504 
8.197175 2.085672 8.342687 0.048504 
8.439695 6.402527 8.342687 0.048504 
8.585207 6.208511 8.342687 0.048504 
8.633711 4.171344 8.342687 0.137190 
8.827727 5.383943 8.342687 0.048504 
8.876231 3.395280 8.342687 0.084011 
8.924735 3.589296 8.342687 0.048504 
9.070247 3.395280 8.342687 0.048504 
9.118751 5.383943 8.342687 0.048504 
9.943319 7.809143 8.342687 0.097008 
10.137335 9.603791 8.342687 0.048504 
10.185839 2.376696 8.342687 0.048504 
10.185839 8.148671 8.342687 0.068595 
10.379855 3.055752 8.342687 0.048504 
11.107415 3.831816 8.342687 0.084011 
1.406616 5.480951 8.391191 0.048504 
1.455120 7.130087 8.391191 0.048504 
1.503624 5.917487 8.391191 0.048504 
1.552128 5.965991 8.391191 0.048504 
1.600632 7.324103 8.391191 0.048504 
2.425200 7.081583 8.391191 0.068595 
2.473704 7.130087 8.391191 0.068595 
2.570712 8.342687 8.391191 0.048504 
2.619216 8.391191 8.391191 0.048504 
2.667720 8.439695 8.391191 0.048504 
2.667720 8.488199 8.391191 0.048504 
2.813232 2.570712 8.391191 0.048504 
3.055752 4.074336 8.391191 0.048504 
3.104256 4.656384 8.391191 0.048504 
3.589296 3.831816 8.391191 0.108458 
3.783312 9.749303 8.391191 0.048504 
3.880320 3.007248 8.391191 0.048504 
3.928824 5.529455 8.391191 0.108458 
3.977328 4.947407 8.391191 0.068595 
4.219848 2.473704 8.391191 0.048504 
5.189927 2.910240 8.391191 0.048504 
5.189927 10.573871 8.391191 0.048504 
5.238431 2.910240 8.391191 0.048504 
5.286935 2.910240 8.391191 0.048504 
5.335439 2.910240 8.391191 0.048504 
5.383943 2.958744 8.391191 0.048504 
5.432447 3.007248 8.391191 0.068595 
5.432447 3.104256 8.391191 0.048504 
5.480951 3.055752 8.391191 0.048504 
5.820479 1.067088 8.391191 0.084011 
5.965991 4.025832 8.391191 0.097008 
5.965991 4.219848 8.391191 0.048504 
6.111503 2.910240 8.391191 0.048504 
6.208511 2.619216 8.391191 0.068595 
6.305519 2.667720 8.391191 0.068595 
6.305519 5.820479 8.391191 0.068595 
6.305519 6.208511 8.391191 0.048504 
6.354023 6.257015 8.391191 0.048504 
6.402527 2.619216 8.391191 0.048504 
6.402527 6.257015 8.391191 0.048504 
6.499535 4.365360 8.391191 0.048504 
6.548039 5.820479 8.391191 0.084011 
6.596543 4.365360 8.391191 0.048504 
6.645047 4.413864 8.391191 0.048504 
6.693551 2.376696 8.391191 0.068595 
6.693551 2.425200 8.391191 0.048504 
6.693551 4.462368 8.391191 0.048504 
6.742055 2.328192 8.391191 0.048504 
6.790559 1.891656 8.391191 0.048504 
6.790559 2.328192 8.391191 0.048504 
6.839063 1.891656 8.391191 0.048504 
6.887567 2.328192 8.391191 0.068595 
6.887567 2.570712 8.391191 0.068595 
6.936071 2.328192 8.391191 0.048504 
6.936071 2.619216 8.391191 0.084011 
6.984575 2.328192 8.391191 0.048504 
7.275599 5.674967 8.391191 0.048504 
7.324103 1.891656 8.391191 0.068595 
7.324103 10.961903 8.391191 0.048504 
7.372607 1.891656 8.391191 0.084011 
7.421111 2.570712 8.391191 0.048504 
7.469615 1.843152 8.391191 0.084011 
7.518119 5.820479 8.391191 0.048504 
7.566623 5.868983 8.391191 0.048504 
7.615127 4.753392 8.391191 0.097008 
7.760639 4.365360 8.391191 0.048504 
8.245679 2.085672 8.391191 0.048504 
8.294183 6.402527 8.391191 0.048504 
8.342687 6.402527 8.391191 0.048504 
8.391191 6.402527 8.391191 0.048504 
8.488199 6.354023 8.391191 0.048504 
8.633711 3.346776 8.391191 0.048504 
8.633711 4.171344 8.391191 0.137190 
8.633711 6.208511 8.391191 0.048504 
8.779223 5.383943 8.391191 0.048504 
8.827727 5.432447 8.391191 0.048504 
8.827727 5.480951 8.391191 0.048504 
8.924735 3.346776 8.391191 0.068595 
8.924735 3.589296 8.391191 0.048504 
9.118751 5.432447 8.391191 0.048504 
9.943319 7.760639 8.391191 0.137190 
10.137335 2.328192 8.391191 0.068595 
10.137335 8.197175 8.391191 0.068595 
10.137335 9.603791 8.391191 0.048504 
11.107415 3.783312 8.391191 0.048504 
1.406616 5.480951 8.439695 0.048504 
1.600632 5.965991 8.439695 0.048504 
1.600632 7.324103 8.439695 0.048504 
2.473704 7.178591 8.439695 0.097008 
2.716224 8.633711 8.439695 0.048504 
2.813232 2.570712 8.439695 0.048504 
3.104256 4.074336 8.439695 0.048504 
3.152760 4.704888 8.439695 0.068595 
3.637800 3.880320 8.439695 0.108458 
3.783312 9.749303 8.439695 0.048504 
3.880320 3.007248 8.439695 0.068595 
3.928824 5.480951 8.439695 0.108458 
3.977328 4.947407 8.439695 0.068595 
4.268352 2.522208 8.439695 0.048504 
5.238431 10.573871 8.439695 0.048504 
5.771975 1.067088 8.439695 0.068595 
5.965991 4.268352 8.439695 0.084011 
6.014495 3.977328 8.439695 0.084011 
6.014495 4.025832 8.439695 0.097008 
6.111503 2.958744 8.439695 0.048504 
6.208511 2.570712 8.439695 0.068595 
6.257015 6.208511 8.439695 0.048504 
6.354023 2.570712 8.439695 0.048504 
6.354023 2.619216 8.439695 0.048504 
6.354023 5.820479 8.439695 0.068595 
6.451031 2.619216 8.439695 0.068595 
6.451031 6.257015 8.439695 0.048504 
6.499535 2.570712 8.439695 0.048504 
6.499535 4.365360 8.439695 0.048504 
6.499535 5.820479 8.439695 0.084011 
6.548039 4.365360 8.439695 0.048504 
6.693551 2.473704 8.439695 0.068595 
6.742055 4.462368 8.439695 0.048504 
6.742055 4.801895 8.439695 0.048504 
6.790559 2.522208 8.439695 0.048504 
6.839063 2.570712 8.439695 0.068595 
6.887567 1.891656 8.439695 0.048504 
6.984575 3.201264 8.439695 0.048504 
7.130087 1.940160 8.439695 0.068595 
7.178591 1.940160 8.439695 0.068595 
7.227095 1.891656 8.439695 0.048504 
7.275599 1.891656 8.439695 0.048504 
7.275599 5.626463 8.439695 0.048504 
7.372607 2.570712 8.439695 0.048504 
7.469615 2.619216 8.439695 0.048504 
7.518119 1.843152 8.439695 0.084011 
7.615127 4.753392 8.439695 0.084011 
7.809143 4.365360 8.439695 0.048504 
8.197175 6.402527 8.439695 0.048504 
8.245679 2.085672 8.439695 0.048504 
8.245679 6.451031 8.439695 0.048504 
8.536703 6.354023 8.439695 0.048504 
8.585207 4.171344 8.439695 0.145512 
8.682215 6.257015 8.439695 0.068595 
8.730719 5.383943 8.439695 0.048504 
8.827727 5.529455 8.439695 0.048504 
8.924735 3.298272 8.439695 0.068595 
8.924735 3.589296 8.439695 0.048504 
9.070247 5.432447 8.439695 0.048504 
9.167255 5.529455 8.439695 0.048504 
9.215759 3.104256 8.439695 0.048504 
9.215759 5.529455 8.439695 0.048504 
9.894815 7.809143 8.439695 0.137190 
10.088831 2.279688 8.439695 0.068595 
10.137335 8.197175 8.439695 0.068595 
10.137335 9.603791 8.439695 0.048504 
10.282847 5.335439 8.439695 0.048504 
11.107415 3.783312 8.439695 0.048504 
1.406616 5.480951 8.488199 0.048504 
1.600632 7.372607 8.488199 0.048504 
1.649136 5.965991 8.488199 0.048504 
2.522208 7.227095 8.488199 0.084011 
2.570712 2.716224 8.488199 0.048504 
2.667720 2.813232 8.488199 0.048504 
2.813232 2.570712 8.488199 0.048504 
3.152760 4.074336 8.488199 0.048504 
3.152760 4.801895 8.488199 0.048504 
3.201264 4.753392 8.488199 0.048504 
3.686304 3.880320 8.488199 0.097008 
3.928824 3.055752 8.488199 0.048504 
3.928824 5.383943 8.488199 0.068595 
3.977328 4.898903 8.488199 0.068595 
3.977328 5.432447 8.488199 0.108458 
4.268352 2.570712 8.488199 0.048504 
5.286935 10.573871 8.488199 0.048504 
5.432447 2.764728 8.488199 0.048504 
5.723471 1.067088 8.488199 0.068595 
5.965991 10.428359 8.488199 0.048504 
6.014495 4.074336 8.488199 0.097008 
6.014495 4.122840 8.488199 0.108458 
6.014495 4.171344 8.488199 0.084011 
6.014495 4.219848 8.488199 0.068595 
6.062999 3.928824 8.488199 0.084011 
6.111503 3.007248 8.488199 0.048504 
6.111503 3.928824 8.488199 0.068595 
6.160007 2.376696 8.488199 0.048504 
6.160007 3.880320 8.488199 0.048504 
6.208511 2.425200 8.488199 0.048504 
6.257015 2.473704 8.488199 0.048504 
6.257015 2.522208 8.488199 0.048504 
6.257015 6.208511 8.488199 0.048504 
6.305519 1.018584 8.488199 0.048504 
6.305519 2.522208 8.488199 0.048504 
6.402527 5.771975 8.488199 0.097008 
6.451031 4.365360 8.488199 0.048504 
6.451031 5.820479 8.488199 0.108458 
6.451031 6.208511 8.488199 0.048504 
6.548039 2.570712 8.488199 0.097008 
6.645047 2.522208 8.488199 0.084011 
